symbol,sector,companyname,address,previousclose,dividend_yield,fifty_two_week_high,fifty_two_week_low,two_hundered_day_average,market_cap,environment_score,social_score,governance_score,profit_margins,book_value,trailing_eps,shares_outstanding,total_cash,debt_to_equity,return_on_equity,earnings_growth,ebitda,current_liabilities,revenue
MUR,Energy,Murphy Oil Corporation,"9805 Katy Freeway, Houston, TX",36.46,0.0299,51.29,25.97,39.4812,5889434624.0,,,,0.24746999,32.127,6.02,156098000,491963008.0,54.113,0.24094,0.166,2501569024.0,1257834000.0,3899730000.0
MEDP,Healthcare,"Medpace Holdings, Inc.","5375 Medpace Way, Cincinnati, OH",182.98,,241.475,126.945,186.0841,5838990336.0,,,,0.16806,12.456,7.34,31050200,28265000.0,53.868,0.36641,0.596,301038016.0,803470000.0,1459996000.0
HXL,Industrials,Hexcel Corporation,"Two Stamford Plaza, Stamford, CT",68.07,0.0073,74.99,47.38,60.4969,5773328896.0,,,,0.08005,18.458,1.49,84367800,112000000.0,49.743,0.083100006,0.997,289600000.0,329800000.0,1577700000.0
SIGI,Financial Services,"Selective Insurance Group, Inc.","40 Wantage Avenue, Branchville, NJ",94.44,0.0127,103.61,66.81,88.9086,5819829760.0,,,,0.063200004,38.575,3.54,60492000,440481984.0,21.728,0.08162,-0.131,351376992.0,7262567000.0,3558062000.0
SMCI,Technology,"Super Micro Computer, Inc.","980 Rock Avenue, San Jose, CA",103.34,,118.36,34.11,72.53895,5874624000.0,,,,0.087019995,34.057,10.56,53637200,304595008.0,10.511,0.38486,3.026,724281024.0,1470024000.0,5196099000.0
PDCE,Energy,"PDC Energy, Inc.","1775 Sherman Street, Denver, CO",62.97,0.0252,89.22,51.72,65.2585,5781835264.0,,,,0.4448,44.697,18.49,88389400,6494000.0,34.193,0.51592,-0.209,2977037056.0,1420192000.0,3997566000.0
WH,Consumer Cyclical,"Wyndham Hotels & Resorts, Inc.","22 Sylvan Way, Parsippany, NJ",66.6,0.0212,93.86,58.815,70.2211,5849321472.0,,,,0.26218998,11.134,3.91,86209600,161000000.0,217.048,0.34617,0.219,601000000.0,406000000.0,1354000000.0
DUOL,Technology,"Duolingo, Inc.","5900 Penn Avenue, Pittsburgh, PA",136.01,,146.401,60.5,92.79335,5798080000.0,,,,-0.16123,13.431,-1.51,32201700,608179968.0,5.24,-0.11292,,-61779000.0,181766000.0,369495000.0
SLGN,Consumer Cyclical,Silgan Holdings Inc.,"4 Landmark Square, Stamford, CT",52.66,0.0137,55.41,38.59,48.0978,5907939840.0,,,,0.05316,15.609,3.07,110079000,585622016.0,211.851,0.20777,-0.713,964030976.0,1437860000.0,6411499000.0
FLO,Consumer Defensive,"Flowers Foods, Inc.","1919 Flowers Circle, Thomasville, GA",27.17,0.0324,30.16,24.15,27.44835,5842194432.0,,,,0.047519997,6.836,1.07,211275008,165134000.0,82.635,0.16002001,0.237,496988000.0,564425000.0,4805822000.0
BC,Consumer Cyclical,Brunswick Corporation,"26125 North Riverwoods Boulevard, Mettawa, IL",78.91,0.020299999,93.15,61.89,75.66525,6073321472.0,,,,0.099379994,28.618,9.06,71273904,600099968.0,129.002,0.3444,0.503,1206300032.0,1489900000.0,6812200000.0
NSA,Real Estate,National Storage Affiliates Trust,"8400 East Prentice Avenue, Greenwood Village, CO",40.7,0.0541,67.44,34.9,43.85775,5859853824.0,,,,0.12818,15.841,0.99,89908896,86778000.0,149.744,0.07545,0.244,534084000.0,456891000.0,809314000.0
MTDR,Energy,Matador Resources Company,"One Lincoln Centre, Dallas, TX",47.59,0.0126,73.78,41.17,57.3768,5758454784.0,,,,0.4083,26.152,9.96,119072000,505179008.0,36.93,0.47252,0.181,2228038912.0,575873000.0,2973799000.0
ALTR,Technology,Altair Engineering Inc.,"1820 East Big Beaver Road, Troy, MI",70.8,,72.5062,43.17,52.6987,5806102016.0,,,,-0.0759,7.12,-0.55,52393700,316145984.0,59.704,-0.07343,,28567000.0,232738000.0,572221000.0
REYN,Consumer Cyclical,Reynolds Consumer Products Inc.,"1900 West Field Court, Lake Forest, IL",27.17,0.0335,32.5,24.54,28.6878,5774284800.0,,,,0.06759,8.895,1.23,209974000,38000000.0,115.578,0.14238,0.031,519000000.0,496000000.0,3817000000.0
SLAB,Technology,Silicon Laboratories Inc.,"400 West Cesar Chavez, Austin, TX",172.95,,194.68,109.44,144.00044,5671444992.0,,,,0.08925,43.915,2.58,31995700,1191938944.0,39.421,0.05053,,175855008.0,185776000.0,1024106000.0
BWXT,Industrials,"BWX Technologies, Inc.","800 Main Street, Lynchburg, VA",62.53,0.0147,64.62,45.78,56.90185,5764276736.0,,,,0.106680006,8.2,2.6,91438400,39048000.0,175.221,0.34443,-0.628,384408000.0,367860000.0,2232834000.0
AGNC,Real Estate,AGNC Investment Corp.,"2 Bethesda Metro Center, Bethesda, MD",9.91,0.145,13.18,7.3,10.61015,5796786176.0,6.97,3.33,6.27,0.0,10.853,-2.41,575078016,8256999936.0,463.227,-0.13104999,,,43783000000.0,-1116000000.0
NOVT,Technology,Novanta Inc.,"125 Middlesex Turnpike, Bedford, MA",155.24,,173.1,110.84,141.89835,5827784704.0,,,,0.08601,16.174,2.1,35741000,100105000.0,84.729,0.13477,0.084,160986000.0,164522000.0,860903000.0
CCCS,Technology,CCC Intelligent Solutions Holdings Inc.,"167 N. Green Street, Chicago, IL",8.68,,11.54,7.41,9.0962,5800540160.0,,,,0.04908,3.288,0.06,625057024,323788000.0,40.878,0.01946,,153232992.0,151565000.0,782448000.0
CACC,Financial Services,Credit Acceptance Corporation,"25505 West Twelve Mile Road, Southfield, MI",424.95,,648.95,358.0,476.20364,5756905472.0,,,,0.45238,127.304,39.33,12833400,7700000.0,282.759,0.31077,-0.345,,1770600000.0,1184400000.0
OPCH,Healthcare,"Option Care Health, Inc.","3000 Lakeside Drive, Bannockburn, IL",31.46,,35.87,25.54,30.81575,5727368704.0,,,,0.03817,7.618,0.83,179483008,294185984.0,83.329,0.11753,-0.357,305664992.0,565351000.0,3944735000.0
FYBR,Communication Services,"Frontier Communications Parent, Inc.","401 Merritt 7, Norwalk, CT",21.92,,30.83,20.3,25.3202,5791549440.0,,,,0.0762,20.953,1.57,245040000,2072000000.0,184.476,0.09061,-0.183,2396000000.0,2295000000.0,5787000000.0
GMED,Healthcare,"Globus Medical, Inc.","2560 General Armistead Avenue, Audubon, PA",55.72,,81.78,50.92,63.69285,5711690752.0,,,,0.18591999,18.428,1.88,77902496,446057984.0,,0.10601,2.46,304503008.0,159204000.0,1022843000.0
FAF,Financial Services,First American Financial Corporation,"1 First American Way, Santa Ana, CA",54.66,0.0381,64.66,43.54,53.9032,5854875136.0,,,,0.03458,45.203,2.45,103133000,1287000064.0,48.656,0.05061,-0.779,586000000.0,8223000000.0,7605000000.0
ESTC,Technology,Elastic N.V.,"800 West El Camino Real, Mountain View, CA",56.09,,96.12,46.18,65.8241,5674820096.0,,,,-0.248,3.992,-2.69,96492400,877683008.0,155.03,-0.62409997,,-180455008.0,593330000.0,862374000.0
HCP,Technology,"HashiCorp, Inc.","101 Second Street, San Francisco, CA",27.87,,60.03,21.5,30.83955,5604202496.0,,,,-0.57639,6.345,-1.5,95880800,1286134016.0,1.284,-0.22052999,,-292699008.0,380849000.0,475889000.0
CMA,Financial Services,Comerica Incorporated,"Comerica Bank Tower, Dallas, TX",44.06,0.0645,91.33,29.17,71.0391,5710337536.0,2.31,10.99,12.66,0.33132,36.551,8.47,131514000,6736999936.0,,0.17602,0.547,,76644000000.0,3474000000.0
CMC,Basic Materials,Commercial Metals Company,"6565 N. MacArthur Blvd., Irving, TX",48.05,0.013300001,58.09,31.47,44.80175,5809026560.0,,,,0.11373,32.276,8.64,117117000,603966016.0,36.067,0.31344,-0.516,1575012992.0,1356987000.0,8913481000.0
WTS,Industrials,"Watts Water Technologies, Inc.","815 Chestnut Street, North Andover, MA",165.6,0.0072000003,181.4,116.31,146.589,5707529216.0,,,,0.12705,39.089,7.49,27402500,314300000.0,15.316,0.20333,0.729,363500000.0,378700000.0,1979500000.0
STWD,Real Estate,"Starwood Property Trust, Inc.","591 West Putnam Avenue, Greenwich, CT",17.19,0.1117,24.76,16.07,20.6725,5668742656.0,,,,1.40289,20.801,2.74,310648992,369681984.0,286.686,0.15296,0.454,,3875790000.0,621198000.0
ATKR,Industrials,Atkore Inc.,"16100 South Lathrop Avenue, Harvey, IL",139.23,,154.86,70.5,107.3547,5599813632.0,,,,0.22577,31.982,20.18,39504700,307827008.0,65.234,0.79551005,-0.028,1292704000.0,501911000.0,3913949000.0
MUSA,Consumer Cyclical,Murphy USA Inc.,"200 Peach Street, El Dorado, AR",253.35,0.0058999998,323.0,199.87,274.19086,5620896256.0,,,,0.03164,29.458,28.11,21782200,78400000.0,354.55,0.92947996,0.232,1190899968.0,854200000.0,21265900000.0
ASH,Basic Materials,Ashland Inc.,"8145 Blazer Drive, Wilmington, DE",102.26,0.013300001,114.36,91.66,103.41035,5614827008.0,19.35,8.22,8.69,0.38228,61.137,3.39,54271600,532000000.0,43.068,0.06282,-0.124,543000000.0,553000000.0,2391000000.0
LANC,Consumer Defensive,Lancaster Colony Corporation,"380 Polaris Parkway, Westerville, OH",200.86,0.016900001,214.0,116.85,174.6619,5593604608.0,,,,0.05806,31.901,3.7,27571000,95487000.0,2.004,0.11708,0.161,204719008.0,165585000.0,1676390000.0
CHRD,Energy,Chord Energy Corporation,"1001 Fannin Street, Houston, TX",133.14,0.0792,181.34,93.35,136.84795,5603532800.0,,,,0.54318,112.828,44.35,41631000,593150976.0,8.958,0.48479,-0.166,1838152960.0,1361333000.0,3417223000.0
LNTH,Healthcare,"Lantheus Holdings, Inc.","201 Burlington Road, Bedford, MA",80.72,,87.47,47.46,67.1168,5630848000.0,,,,0.03002,6.623,0.4,68203104,415652000.0,131.062,0.06158,,84124000.0,247701000.0,935061000.0
BOKF,Financial Services,BOK Financial Corporation,"Bank of Oklahoma Tower, Tulsa, OK",83.99,0.0254,110.85,70.21,94.1371,5636967424.0,2.33,9.47,11.06,0.28514,69.933,7.68,66780800,6746220032.0,,0.10348,0.465,,37788060000.0,1824637000.0
SWN,Energy,Southwestern Energy Company,"10000 Energy Drive, Spring, TX",4.85,,9.87,4.6,6.3111,5499650048.0,,,,0.12325,3.932,1.64,1099929984,50000000.0,105.62,0.5382,0.134,3296999936.0,3481000000.0,15002000000.0
PBF,Energy,PBF Energy Inc.,"One Sylvan Way, Parsippany, NJ",43.19,0.0093,49.0,24.23,38.1091,5605407232.0,,,,0.06143,38.022,22.46,128893000,2203599872.0,52.253,0.78347,2.588,4483100160.0,5200700000.0,46830300000.0
PB,Financial Services,"Prosperity Bancshares, Inc.","Prosperity Bank Plaza, Houston, TX",60.77,0.036199998,78.76,58.25,71.4205,5617305088.0,,,,0.45596,73.367,5.73,91308600,429780000.0,,0.07992,0.103,,30827799000.0,1150359000.0
SRC,Real Estate,"Spirit Realty Capital, Inc.","2727 North Harwood Street, Dallas, TX",38.83,0.0683,48.24,34.31,40.48865,5629551616.0,,,,0.40235,31.12,2.04,141304000,8770000.0,78.484,0.066700004,0.457,615457984.0,209211000.0,709627000.0
COLM,Consumer Cyclical,Columbia Sportswear Company,"14375 Northwest Science Park Drive, Portland, OR",87.97,0.0136,98.32,65.02,80.58955,5755642368.0,,,,0.089899994,31.153,4.95,62177100,430963008.0,19.595,0.15869,-0.153,547702976.0,738718000.0,3464152000.0
EXLS,Technology,"ExlService Holdings, Inc.","320 Park Avenue, New York, NY",161.08,,191.18,126.17,166.17226,5509292032.0,,,,0.10125,22.813,4.31,33300600,297696000.0,41.369,0.19701,0.145,241668000.0,277946000.0,1412044000.0
WK,Technology,Workiva Inc.,"2900 University Boulevard, Ames, IA",99.94,,124.76,59.43,78.0263,5572158976.0,,,,-0.16909,0.114,-1.73,49207400,430792000.0,6237.105,-2.30356,,-72752000.0,406940000.0,537875000.0
LNW,Consumer Cyclical,"Light & Wonder, Inc.","6601 Bermuda Road, Las Vegas, NV",58.58,,68.55,40.1,55.601,5543533568.0,,,,1.46298,10.879,-2.09,90999000,914000000.0,340.052,,-0.684,769000000.0,622000000.0,2512000000.0
PPC,Consumer Defensive,Pilgrim's Pride Corporation,"1770 Promontory Circle, Greeley, CO",22.69,,34.66,20.85,25.9539,5604761600.0,,,,0.0427,12.013,3.13,236732992,400988000.0,122.758,0.27435,,1643824000.0,2570169000.0,17468377000.0
HOG,Consumer Cyclical,"Harley-Davidson, Inc.","3700 West Juneau Avenue, Milwaukee, WI",37.15,0.0178,51.77,29.8,40.7923,5550834688.0,3.11,6.0,6.11,0.12883,19.906,4.96,146190000,1024171008.0,239.276,0.27076998,1.086,1106259968.0,3533907000.0,5755130000.0
CNM,Industrials,"Core & Main, Inc.","1830 Craig Park Court, Saint Louis, MO",22.89,,26.63,18.75,22.2102,5694704640.0,,,,0.0,9.884,2.21,172399008,,,,,,726000000.0,6651000000.0
PVH,Consumer Cyclical,PVH Corp.,"285 Madison Avenue, New York, NY",86.21,0.0017,94.51,43.49,66.3944,5591473664.0,1.26,9.73,4.94,0.02221,78.555,3.07,62712800,550700032.0,76.382,0.03891,-0.606,1137799936.0,2767500000.0,9024200000.0
UNVR,Basic Materials,Univar Solutions Inc.,"3075 Highland Parkway, Downers Grove, IL",34.91,,35.61,21.49,29.03335,5519641600.0,,,,0.047519997,15.788,3.26,157568992,407000000.0,107.177,0.22784,-0.506,1045800000.0,1627400000.0,11475300000.0
AIT,Industrials,"Applied Industrial Technologies, Inc.","1 Applied Plaza, Cleveland, OH",138.23,0.01,149.42,88.09,118.6858,5525019648.0,,,,0.07317,33.573,7.74,38599700,165538000.0,50.1,0.26299998,0.404,475907008.0,499627000.0,3810676000.0
IDA,Utilities,"IDACORP, Inc.","1221 West Idaho Street, Boise, ID",107.68,0.0294,118.92,93.53,105.6754,5543289344.0,,,,0.15753001,55.521,5.05,50570200,177576992.0,77.955,0.094560005,0.281,491536992.0,548565000.0,1643981000.0
GTLS,Industrials,"Chart Industries, Inc.","2200 Airport Industrial Drive, Ball Ground, GA",121.82,,242.59,101.44,158.69736,5503129088.0,,,,0.014880001,64.004,1.95,42721400,663600000.0,86.343,0.03833,,246100000.0,1081600000.0,1612400000.0
EEFT,Technology,"Euronet Worldwide, Inc.","11400 Tomahawk Creek Parkway, Leawood, KS",108.9,,141.2,71.6,96.5259,5575552000.0,,,,0.06877,24.98,4.41,49826200,1646850048.0,141.841,0.1846,,521203008.0,2354071000.0,3358741000.0
SPSC,Technology,"SPS Commerce, Inc.","333 South Seventh Street, Minneapolis, MN",146.57,,157.46,96.41,129.2883,5583348736.0,,,,0.122279994,14.853,1.49,36312200,214304992.0,3.219,0.10795999,0.229,99371000.0,110642000.0,450875000.0
WING,Consumer Cyclical,Wingstop Inc.,"15505 Wright Brothers Drive, Addison, TX",179.72,0.0042,193.737,67.67,139.8396,5495045120.0,,,,0.14809,-13.058,1.76,29932700,184496000.0,,,1.555,103996000.0,62412000.0,357521000.0
CIVI,Energy,"Civitas Resources, Inc.","555 17th Street, Denver, CO",67.49,0.0296,84.76,44.17,62.49025,5481544704.0,,,,0.32919,63.133,14.59,80209904,768032000.0,7.78,0.2489,0.338,2529661952.0,1177927000.0,3791398000.0
OSK,Industrials,Oshkosh Corporation,"1917 Four Wheel Drive, Oshkosh, WI",80.75,0.020299999,106.66,69.3,85.7564,5609035264.0,,,,0.021,48.657,2.63,65462600,805900032.0,26.763,0.054429997,2.824,517400000.0,2428600000.0,8282000000.0
NXT,Technology,Nextracker Inc.,"6200 Paseo Padre Parkway, Fremont, CA",34.75,,37.83,28.24,31.656666,5224122880.0,,,,0.054619998,2.099,2.32,45869200,100081000.0,,,,140331008.0,473371000.0,1457592000.0
HTZ,Industrials,"Hertz Global Holdings, Inc.","8501 Williams Road, Estero, FL",15.78,,24.35,14.49,17.6791,5417891840.0,,,,0.23707001,8.177,3.38,322408000,943000000.0,592.25,0.73248,,2211000064.0,2344000000.0,8685000000.0
RH,Consumer Cyclical,RH,"15 Koch Road, Corte Madera, CA",237.63,,361.76,207.37,271.94305,5467527168.0,,,,0.0,54.806,26.64,22045400,,,,,,885973000.0,3590477000.0
ALK,Industrials,"Alaska Air Group, Inc.","19300 International Boulevard, Seattle, WA",40.98,,61.55,37.2,44.70145,5476325376.0,,,,0.00601,29.921,0.45,127465000,2424999936.0,99.057,0.01523,0.186,771000000.0,4493000000.0,9646000000.0
VRT,Industrials,Vertiv Holdings Co,"505 N Cleveland Ave, Westerville, OH",13.8,0.0008,17.88,7.76,12.85965,5404042752.0,,,,0.013459999,3.821,-0.04,377640992,297500000.0,233.588,0.05357,0.178,530200000.0,1897900000.0,5691500000.0
HALO,Healthcare,"Halozyme Therapeutics, Inc.","12390 El Camino Real, San Diego, CA",37.31,,59.46,32.83,47.3094,5409460736.0,,,,0.3062,1.256,1.47,135415008,362793984.0,907.483,1.10227,-0.069,336072000.0,130789000.0,660116000.0
TENB,Technology,"Tenable Holdings, Inc.","6100 Merriweather Drive, Columbia, MD",45.47,,63.61,28.8,40.72355,5424786432.0,,,,-0.13498999,2.396,-0.81,113648000,567435008.0,154.202,-0.37937,,-42979000.0,584160000.0,683191000.0
SSB,Financial Services,SouthState Corporation,"1101 First Street South, Winter Haven, FL",71.16,0.028099999,91.74,66.56,80.54565,5410936320.0,,,,0.31736,67.081,6.6,75847000,1371156992.0,,0.100439996,0.243,,37957953000.0,1563063000.0
FIVN,Technology,"Five9, Inc.","3001 Bishop Drive, San Ramon, CA",68.57,,121.17,46.61,78.0816,5143527424.0,,,,-0.121520005,4.363,-1.48,71151296,614262976.0,255.048,-0.36326998,,-27750000.0,150776000.0,778846000.0
CHX,Energy,ChampionX Corporation,"Building 4, The Woodlands, TX",26.37,0.0128999995,33.65,16.64,25.69865,5370708992.0,,,,0.04072,8.537,0.73,197962000,250187008.0,43.788,0.09125,0.666,616009984.0,858976000.0,3805948000.0
TREX,Industrials,"Trex Company, Inc.","160 Exeter Drive, Winchester, VA",46.55,,69.21,38.68,50.09745,5351023104.0,,,,0.16691999,4.767,1.65,108795000,12325000.0,48.898,0.29697,-0.574,306056000.0,290599000.0,1106043000.0
HRB,Consumer Cyclical,"H&R Block, Inc.","One H&R Block Way, Kansas City, MO",34.6,0.0335,48.76,23.65,39.69565,5367763968.0,,,,0.1457,-4.226,2.71,152276992,264455008.0,,,,841833984.0,998813000.0,3463270000.0
AIRC,Real Estate,Apartment Income REIT Corp.,"4582 South Ulster Street, Denver, CO",34.72,0.051799998,55.82,32.51,38.7452,5339378688.0,,,,1.17425,14.451,5.81,149103008,95797000.0,151.959,0.43944,-0.084,474943008.0,513805000.0,770219000.0
EHC,Healthcare,Encompass Health Corporation,"9001 Liberty Parkway, Birmingham, AL",52.98,0.0114,64.9,42.187748,53.627068,5395252224.0,,,,0.062319998,13.132,2.56,99727400,21800000.0,160.712,0.16459998,-0.03,873800000.0,575900000.0,4348600000.0
BROS,Consumer Cyclical,Dutch Bros Inc.,"110 SW 4th Street, Grants Pass, OR",31.17,,58.694,20.05,34.83945,5318900736.0,,,,-0.00643,2.228,-0.09,45663500,21635000.0,248.205,-0.082679994,,45112000.0,212679000.0,739012000.0
IAA,Consumer Cyclical,"IAA, Inc.","Two Westbrook Corporate Center, Westchester, IL",39.93,,44.07,31.5,37.6304,5339635200.0,,,,0.13931,4.285,2.15,133859000,195900000.0,422.845,0.64913005,0.066,527600000.0,450000000.0,2098900000.0
EXP,Basic Materials,Eagle Materials Inc.,"5960 Berkshire Lane, Dallas, TX",144.73,0.0069,152.15,101.98,128.11385,5364519424.0,22.3,9.11,9.0,0.20827,32.159,11.56,36052300,60937000.0,94.003,0.36478,0.265,687313984.0,207551000.0,1861522000.0
TRNO,Real Estate,Terreno Realty Corporation,"10500 NE 8th Street, Bellevue, WA",63.25,0.0253,81.01,50.36,59.4431,5461658624.0,,,,0.71689004,29.162,2.61,82779000,26393000.0,34.76,0.09236,0.775,159846000.0,76821000.0,276212000.0
APG,Industrials,APi Group Corporation,"1100 Old Highway 8 NW, New Brighton, MN",22.3,,24.49,13.09,18.0802,5272391680.0,,,,0.01113,9.113,0.1,234536992,605000000.0,103.557,0.02782,,508000000.0,1921000000.0,6558000000.0
NEWR,Technology,"New Relic, Inc.","188 Spear Street, San Francisco, CA",72.44,,80.88,41.66,60.6497,5260377088.0,,,,-0.20085,4.968,-2.67,68883504,800171008.0,153.067,-0.50743,,-159180992.0,515523000.0,785521000.0
POST,Consumer Defensive,"Post Holdings, Inc.","2503 S. Hanley Road, Saint Louis, MO",89.0,,98.84,70.58,88.2884,5296551424.0,,,,0.14298001,58.187,13.94,58935700,606800000.0,158.242,0.26586,,862099968.0,823800000.0,5851200000.0
LHCG,Healthcare,"LHC Group, Inc.","901 Hugh Wallis Road South, Lafayette, LA",169.81,,169.84,147.52,163.42274,5289360896.0,,,,0.01747,52.145,2.05,31148700,17911000.0,49.487,0.0357,,142763008.0,290454000.0,2282771000.0
NFG,Energy,National Fuel Gas Company,"6363 Main Street, Williamsville, NY",56.97,0.0334,75.97,53.94,63.97585,5300249600.0,,,,0.2625,27.639,6.55,91795104,244475008.0,107.746,0.25966,0.278,1223335936.0,1942569000.0,2186046000.0
ITCI,Healthcare,"Intra-Cellular Therapies, Inc.","430 East 29th Street, New York, NY",56.05,,66.0,42.01,50.56725,5276062208.0,,,,-1.02374,6.918,-2.67,95280000,591905024.0,3.055,-0.47722,,-262970000.0,83236000.0,250314000.0
MP,Basic Materials,MP Materials Corp.,"1700 S. Pavilion Center Drive, Las Vegas, NV",27.62,,59.58,23.495,31.25205,5220815872.0,,,,0.54785997,7.387,1.57,177618000,1182344960.0,52.229,0.24899,0.364,347635008.0,97481000.0,527510000.0
ENSG,Healthcare,"The Ensign Group, Inc.","29222 Rancho Viejo Road, San Juan Capistrano, CA",93.01,0.0025,99.52,70.29,87.5146,5324644864.0,,,,0.074260004,22.607,3.95,55732100,331711008.0,126.046,0.19789,0.233,358020000.0,582072000.0,3025468000.0
IONS,Healthcare,"Ionis Pharmaceuticals, Inc.","2855 Gazelle Court, Carlsbad, CA",34.89,,48.82,31.46,40.4152,5109176320.0,2.01,18.75,8.5,-0.4592,4.033,-1.87,142954000,1997408000.0,237.684,-0.40118,,-391417984.0,311561000.0,587367000.0
FIX,Industrials,"Comfort Systems USA, Inc.","675 Bering Drive, Houston, TX",142.53,0.0049,152.13,74.14,112.6169,5216318464.0,,,,0.0594,28.043,6.81,35738000,57214000.0,38.917,0.27243,0.494,333611008.0,1170802000.0,4140364000.0
FSK,Financial Services,FS KKR Capital Corp.,"201 Rouse Boulevard, Philadelphia, PA",18.39,0.1392,23.225,16.7,19.4543,5201737728.0,,,,0.05627,24.889,0.32,281175008,251000000.0,123.987,0.01248,-0.626,,418000000.0,1635000000.0
RXDX,Healthcare,"Prometheus Biosciences, Inc.","3050 Science Park Road, San Diego, CA",107.66,,129.6,21.5,72.24115,5100951552.0,,,,0.0,14.431,-3.38,47530300,695752000.0,4.37,-0.31116,,-145148992.0,22817000.0,6809000.0
MSA,Industrials,MSA Safety Incorporated,"1000 Cranberry Woods Drive, Cranberry Township, PA",132.19,0.0139,146.33,108.75,128.87515,5286880256.0,,,,0.11756,23.466,4.56,39213500,172807008.0,66.808,0.20434,,368990016.0,345865000.0,1527953000.0
ENLC,Energy,"EnLink Midstream, LLC","1722 Routh Street, Dallas, TX",10.76,0.0465,13.58,7.77,10.8612,5101694464.0,,,,0.037920002,2.786,0.74,470636000,22600000.0,165.341,0.16974,1.956,1319200000.0,875400000.0,9527800000.0
